variant_idx,pct_random,engine,iteration,cost
7,69,BPEngine,0,56187.0
7,69,BPEngine,1,56187.0
7,69,BPEngine,2,56187.0
7,69,BPEngine,3,56187.0
7,69,BPEngine,4,56187.0
7,69,BPEngine,5,56187.0
7,69,BPEngine,6,56187.0
7,69,BPEngine,7,56187.0
7,69,BPEngine,8,56187.0
7,69,BPEngine,9,56187.0
7,69,BPEngine,10,56187.0
7,69,BPEngine,11,56187.0
7,69,BPEngine,12,56187.0
7,69,BPEngine,13,56187.0
7,69,BPEngine,14,56187.0
7,69,BPEngine,15,56187.0
7,69,BPEngine,16,56187.0
7,69,BPEngine,17,56187.0
7,69,BPEngine,18,56187.0
7,69,BPEngine,19,56187.0
7,69,BPEngine,20,56187.0
7,69,BPEngine,21,56187.0
7,69,BPEngine,22,56187.0
7,69,BPEngine,23,56187.0
7,69,BPEngine,24,56187.0
7,69,BPEngine,25,56187.0
7,69,BPEngine,26,56187.0
7,69,BPEngine,27,56187.0
7,69,BPEngine,28,56187.0
7,69,BPEngine,29,56187.0
7,69,BPEngine,30,56187.0
7,69,BPEngine,31,56187.0
7,69,BPEngine,32,56187.0
7,69,BPEngine,33,56187.0
7,69,BPEngine,34,56187.0
7,69,BPEngine,35,56187.0
7,69,BPEngine,36,56187.0
