variant_idx,pct_random,engine,iteration,cost
0,0,DampingEngine,0,0.0
0,0,DampingEngine,1,0.0
0,0,DampingEngine,2,0.0
0,0,DampingEngine,3,0.0
0,0,DampingEngine,4,0.0
0,0,DampingEngine,5,0.0
0,0,DampingEngine,6,0.0
0,0,DampingEngine,7,0.0
0,0,DampingEngine,8,0.0
0,0,DampingEngine,9,0.0
0,0,DampingEngine,10,0.0
0,0,DampingEngine,11,0.0
0,0,DampingEngine,12,0.0
0,0,DampingEngine,13,0.0
0,0,DampingEngine,14,0.0
0,0,DampingEngine,15,0.0
0,0,DampingEngine,16,0.0
0,0,DampingEngine,17,0.0
0,0,DampingEngine,18,0.0
0,0,DampingEngine,19,0.0
0,0,DampingEngine,20,0.0
0,0,DampingEngine,21,0.0
0,0,DampingEngine,22,0.0
0,0,DampingEngine,23,0.0
0,0,DampingEngine,24,0.0
0,0,DampingEngine,25,0.0
0,0,DampingEngine,26,0.0
0,0,DampingEngine,27,0.0
0,0,DampingEngine,28,0.0
0,0,DampingEngine,29,0.0
0,0,DampingEngine,30,0.0
0,0,DampingEngine,31,0.0
0,0,DampingEngine,32,0.0
0,0,DampingEngine,33,0.0
0,0,DampingEngine,34,0.0
0,0,DampingEngine,35,0.0
0,0,DampingEngine,36,0.0
