variant_idx,pct_random,engine,iteration,cost
10,100,DampingEngine,0,509813.0
10,100,DampingEngine,1,503026.0
10,100,DampingEngine,2,498754.0
10,100,DampingEngine,3,498340.0
10,100,DampingEngine,4,496760.0
10,100,DampingEngine,5,496447.0
10,100,DampingEngine,6,496079.0
10,100,DampingEngine,7,495613.0
10,100,DampingEngine,8,497058.0
10,100,DampingEngine,9,498366.0
10,100,DampingEngine,10,498933.0
10,100,DampingEngine,11,499625.0
10,100,DampingEngine,12,499099.0
10,100,DampingEngine,13,499781.0
10,100,DampingEngine,14,500719.0
10,100,DampingEngine,15,497501.0
10,100,DampingEngine,16,498895.0
10,100,DampingEngine,17,498020.0
10,100,DampingEngine,18,501510.0
10,100,DampingEngine,19,498802.0
10,100,DampingEngine,20,499137.0
10,100,DampingEngine,21,498583.0
10,100,DampingEngine,22,498689.0
10,100,DampingEngine,23,493713.0
10,100,DampingEngine,24,494836.0
10,100,DampingEngine,25,491438.0
10,100,DampingEngine,26,491973.0
10,100,DampingEngine,27,492033.0
10,100,DampingEngine,28,491946.0
10,100,DampingEngine,29,494345.0
10,100,DampingEngine,30,493674.0
10,100,DampingEngine,31,492575.0
10,100,DampingEngine,32,489557.0
10,100,DampingEngine,33,489035.0
10,100,DampingEngine,34,489484.0
10,100,DampingEngine,35,488743.0
10,100,DampingEngine,36,489383.0
10,100,DampingEngine,37,490077.0
10,100,DampingEngine,38,490076.0
10,100,DampingEngine,39,491073.0
10,100,DampingEngine,40,492678.0
10,100,DampingEngine,41,493464.0
10,100,DampingEngine,42,494809.0
10,100,DampingEngine,43,496151.0
10,100,DampingEngine,44,494708.0
10,100,DampingEngine,45,495566.0
10,100,DampingEngine,46,493785.0
10,100,DampingEngine,47,493848.0
10,100,DampingEngine,48,492071.0
10,100,DampingEngine,49,491981.0
10,100,DampingEngine,50,492793.0
10,100,DampingEngine,51,493733.0
10,100,DampingEngine,52,492871.0
10,100,DampingEngine,53,494580.0
10,100,DampingEngine,54,494691.0
10,100,DampingEngine,55,495448.0
10,100,DampingEngine,56,497292.0
10,100,DampingEngine,57,498575.0
10,100,DampingEngine,58,499511.0
10,100,DampingEngine,59,496728.0
10,100,DampingEngine,60,495950.0
10,100,DampingEngine,61,494789.0
10,100,DampingEngine,62,495153.0
10,100,DampingEngine,63,495783.0
10,100,DampingEngine,64,495384.0
10,100,DampingEngine,65,493725.0
10,100,DampingEngine,66,494175.0
10,100,DampingEngine,67,494229.0
10,100,DampingEngine,68,496353.0
10,100,DampingEngine,69,497388.0
10,100,DampingEngine,70,496081.0
10,100,DampingEngine,71,494713.0
10,100,DampingEngine,72,493019.0
10,100,DampingEngine,73,493385.0
10,100,DampingEngine,74,493596.0
10,100,DampingEngine,75,493176.0
10,100,DampingEngine,76,494183.0
10,100,DampingEngine,77,493893.0
10,100,DampingEngine,78,494604.0
10,100,DampingEngine,79,495144.0
10,100,DampingEngine,80,497546.0
10,100,DampingEngine,81,497986.0
10,100,DampingEngine,82,498110.0
10,100,DampingEngine,83,496006.0
10,100,DampingEngine,84,496295.0
10,100,DampingEngine,85,497054.0
10,100,DampingEngine,86,496876.0
10,100,DampingEngine,87,499950.0
10,100,DampingEngine,88,503852.0
10,100,DampingEngine,89,501876.0
10,100,DampingEngine,90,503633.0
10,100,DampingEngine,91,501245.0
10,100,DampingEngine,92,498851.0
10,100,DampingEngine,93,498481.0
10,100,DampingEngine,94,497305.0
10,100,DampingEngine,95,499651.0
10,100,DampingEngine,96,500350.0
10,100,DampingEngine,97,502881.0
10,100,DampingEngine,98,501397.0
10,100,DampingEngine,99,499604.0
10,100,DampingEngine,100,499913.0
10,100,DampingEngine,101,502117.0
10,100,DampingEngine,102,503227.0
10,100,DampingEngine,103,502372.0
10,100,DampingEngine,104,505643.0
10,100,DampingEngine,105,504741.0
10,100,DampingEngine,106,504183.0
10,100,DampingEngine,107,503079.0
10,100,DampingEngine,108,502893.0
10,100,DampingEngine,109,502310.0
10,100,DampingEngine,110,503880.0
10,100,DampingEngine,111,504226.0
10,100,DampingEngine,112,503526.0
10,100,DampingEngine,113,502773.0
10,100,DampingEngine,114,503538.0
10,100,DampingEngine,115,503705.0
10,100,DampingEngine,116,499658.0
10,100,DampingEngine,117,501770.0
10,100,DampingEngine,118,501786.0
10,100,DampingEngine,119,502003.0
10,100,DampingEngine,120,500764.0
10,100,DampingEngine,121,502515.0
10,100,DampingEngine,122,504363.0
10,100,DampingEngine,123,502525.0
10,100,DampingEngine,124,500057.0
10,100,DampingEngine,125,499500.0
10,100,DampingEngine,126,502863.0
10,100,DampingEngine,127,502868.0
10,100,DampingEngine,128,502642.0
10,100,DampingEngine,129,504222.0
10,100,DampingEngine,130,502094.0
10,100,DampingEngine,131,499451.0
10,100,DampingEngine,132,497769.0
10,100,DampingEngine,133,498813.0
10,100,DampingEngine,134,497817.0
10,100,DampingEngine,135,498395.0
10,100,DampingEngine,136,497351.0
10,100,DampingEngine,137,497716.0
10,100,DampingEngine,138,499068.0
10,100,DampingEngine,139,499244.0
10,100,DampingEngine,140,496023.0
10,100,DampingEngine,141,494153.0
10,100,DampingEngine,142,493197.0
10,100,DampingEngine,143,493409.0
10,100,DampingEngine,144,491022.0
10,100,DampingEngine,145,490248.0
10,100,DampingEngine,146,491546.0
10,100,DampingEngine,147,492345.0
10,100,DampingEngine,148,492352.0
10,100,DampingEngine,149,493019.0
10,100,DampingEngine,150,493870.0
10,100,DampingEngine,151,493618.0
10,100,DampingEngine,152,493810.0
10,100,DampingEngine,153,493035.0
10,100,DampingEngine,154,492946.0
10,100,DampingEngine,155,493721.0
10,100,DampingEngine,156,496427.0
10,100,DampingEngine,157,497791.0
10,100,DampingEngine,158,497059.0
10,100,DampingEngine,159,494755.0
10,100,DampingEngine,160,495341.0
10,100,DampingEngine,161,494588.0
10,100,DampingEngine,162,494444.0
10,100,DampingEngine,163,494843.0
10,100,DampingEngine,164,495853.0
10,100,DampingEngine,165,498993.0
10,100,DampingEngine,166,495469.0
10,100,DampingEngine,167,493748.0
10,100,DampingEngine,168,492922.0
10,100,DampingEngine,169,492145.0
10,100,DampingEngine,170,492911.0
10,100,DampingEngine,171,493790.0
10,100,DampingEngine,172,492511.0
10,100,DampingEngine,173,491919.0
10,100,DampingEngine,174,491472.0
10,100,DampingEngine,175,491917.0
10,100,DampingEngine,176,491911.0
10,100,DampingEngine,177,492475.0
10,100,DampingEngine,178,493767.0
10,100,DampingEngine,179,494860.0
10,100,DampingEngine,180,495229.0
10,100,DampingEngine,181,496374.0
10,100,DampingEngine,182,492164.0
10,100,DampingEngine,183,491862.0
10,100,DampingEngine,184,491875.0
10,100,DampingEngine,185,492214.0
10,100,DampingEngine,186,491937.0
10,100,DampingEngine,187,492392.0
10,100,DampingEngine,188,493243.0
10,100,DampingEngine,189,492802.0
10,100,DampingEngine,190,493240.0
10,100,DampingEngine,191,495295.0
10,100,DampingEngine,192,493830.0
10,100,DampingEngine,193,493394.0
10,100,DampingEngine,194,491600.0
10,100,DampingEngine,195,490875.0
10,100,DampingEngine,196,491099.0
10,100,DampingEngine,197,489489.0
10,100,DampingEngine,198,489900.0
10,100,DampingEngine,199,490419.0
