variant_idx,pct_random,engine,iteration,cost
10,100,BPEngine,0,509813.0
10,100,BPEngine,1,509037.0
10,100,BPEngine,2,510908.0
10,100,BPEngine,3,512646.0
10,100,BPEngine,4,509763.0
10,100,BPEngine,5,506721.0
10,100,BPEngine,6,504097.0
10,100,BPEngine,7,500769.0
10,100,BPEngine,8,508075.0
10,100,BPEngine,9,508178.0
10,100,BPEngine,10,508808.0
10,100,BPEngine,11,508063.0
10,100,BPEngine,12,512791.0
10,100,BPEngine,13,512690.0
10,100,BPEngine,14,511900.0
10,100,BPEngine,15,510003.0
10,100,BPEngine,16,512066.0
10,100,BPEngine,17,510874.0
10,100,BPEngine,18,509621.0
10,100,BPEngine,19,509179.0
10,100,BPEngine,20,508755.0
10,100,BPEngine,21,509242.0
10,100,BPEngine,22,514989.0
10,100,BPEngine,23,517754.0
10,100,BPEngine,24,513150.0
10,100,BPEngine,25,511003.0
10,100,BPEngine,26,509687.0
10,100,BPEngine,27,507789.0
10,100,BPEngine,28,512199.0
10,100,BPEngine,29,512379.0
10,100,BPEngine,30,511215.0
10,100,BPEngine,31,508641.0
10,100,BPEngine,32,508236.0
10,100,BPEngine,33,507382.0
10,100,BPEngine,34,510441.0
10,100,BPEngine,35,505824.0
10,100,BPEngine,36,505670.0
10,100,BPEngine,37,506345.0
10,100,BPEngine,38,511687.0
10,100,BPEngine,39,510275.0
10,100,BPEngine,40,508076.0
10,100,BPEngine,41,507200.0
10,100,BPEngine,42,510937.0
10,100,BPEngine,43,508919.0
10,100,BPEngine,44,507690.0
10,100,BPEngine,45,507446.0
10,100,BPEngine,46,511892.0
10,100,BPEngine,47,510528.0
10,100,BPEngine,48,512545.0
10,100,BPEngine,49,510083.0
10,100,BPEngine,50,510217.0
10,100,BPEngine,51,509130.0
10,100,BPEngine,52,506017.0
10,100,BPEngine,53,506670.0
10,100,BPEngine,54,509638.0
10,100,BPEngine,55,510734.0
10,100,BPEngine,56,510524.0
10,100,BPEngine,57,510504.0
10,100,BPEngine,58,507471.0
10,100,BPEngine,59,508229.0
10,100,BPEngine,60,507825.0
10,100,BPEngine,61,506271.0
10,100,BPEngine,62,507209.0
10,100,BPEngine,63,509570.0
10,100,BPEngine,64,509178.0
10,100,BPEngine,65,509831.0
10,100,BPEngine,66,507972.0
10,100,BPEngine,67,509521.0
10,100,BPEngine,68,509459.0
10,100,BPEngine,69,511578.0
10,100,BPEngine,70,509207.0
10,100,BPEngine,71,504830.0
10,100,BPEngine,72,509480.0
10,100,BPEngine,73,512408.0
10,100,BPEngine,74,508764.0
10,100,BPEngine,75,510553.0
10,100,BPEngine,76,509391.0
10,100,BPEngine,77,506539.0
10,100,BPEngine,78,504912.0
10,100,BPEngine,79,506420.0
10,100,BPEngine,80,502596.0
10,100,BPEngine,81,502493.0
10,100,BPEngine,82,503393.0
10,100,BPEngine,83,506184.0
10,100,BPEngine,84,508139.0
10,100,BPEngine,85,509192.0
10,100,BPEngine,86,511365.0
10,100,BPEngine,87,511183.0
10,100,BPEngine,88,510799.0
10,100,BPEngine,89,512891.0
10,100,BPEngine,90,511502.0
10,100,BPEngine,91,510272.0
10,100,BPEngine,92,508909.0
10,100,BPEngine,93,509685.0
10,100,BPEngine,94,508562.0
10,100,BPEngine,95,513332.0
10,100,BPEngine,96,511461.0
10,100,BPEngine,97,508215.0
10,100,BPEngine,98,507468.0
10,100,BPEngine,99,508623.0
10,100,BPEngine,100,506640.0
10,100,BPEngine,101,509021.0
10,100,BPEngine,102,505317.0
10,100,BPEngine,103,508688.0
10,100,BPEngine,104,510088.0
10,100,BPEngine,105,505073.0
10,100,BPEngine,106,509487.0
10,100,BPEngine,107,512153.0
10,100,BPEngine,108,509025.0
10,100,BPEngine,109,512784.0
10,100,BPEngine,110,513610.0
10,100,BPEngine,111,512759.0
10,100,BPEngine,112,510343.0
10,100,BPEngine,113,508767.0
10,100,BPEngine,114,510655.0
10,100,BPEngine,115,507268.0
10,100,BPEngine,116,508153.0
10,100,BPEngine,117,509077.0
10,100,BPEngine,118,509443.0
10,100,BPEngine,119,507524.0
10,100,BPEngine,120,508317.0
10,100,BPEngine,121,508083.0
10,100,BPEngine,122,511181.0
10,100,BPEngine,123,507152.0
10,100,BPEngine,124,510240.0
10,100,BPEngine,125,510685.0
10,100,BPEngine,126,511026.0
10,100,BPEngine,127,511035.0
10,100,BPEngine,128,511366.0
10,100,BPEngine,129,509245.0
10,100,BPEngine,130,509192.0
10,100,BPEngine,131,508007.0
10,100,BPEngine,132,510424.0
10,100,BPEngine,133,511049.0
10,100,BPEngine,134,505051.0
10,100,BPEngine,135,502914.0
10,100,BPEngine,136,500410.0
10,100,BPEngine,137,502731.0
10,100,BPEngine,138,503221.0
10,100,BPEngine,139,503853.0
10,100,BPEngine,140,505458.0
10,100,BPEngine,141,508733.0
10,100,BPEngine,142,511098.0
10,100,BPEngine,143,512312.0
10,100,BPEngine,144,512757.0
10,100,BPEngine,145,511739.0
10,100,BPEngine,146,509999.0
10,100,BPEngine,147,511050.0
10,100,BPEngine,148,509633.0
10,100,BPEngine,149,510272.0
10,100,BPEngine,150,509129.0
10,100,BPEngine,151,511284.0
10,100,BPEngine,152,509485.0
10,100,BPEngine,153,510793.0
10,100,BPEngine,154,512021.0
10,100,BPEngine,155,512690.0
10,100,BPEngine,156,507968.0
10,100,BPEngine,157,509884.0
10,100,BPEngine,158,511517.0
10,100,BPEngine,159,508846.0
10,100,BPEngine,160,508369.0
10,100,BPEngine,161,505734.0
10,100,BPEngine,162,506348.0
10,100,BPEngine,163,509011.0
10,100,BPEngine,164,508146.0
10,100,BPEngine,165,510498.0
10,100,BPEngine,166,507563.0
10,100,BPEngine,167,507266.0
10,100,BPEngine,168,510342.0
10,100,BPEngine,169,511917.0
10,100,BPEngine,170,511596.0
10,100,BPEngine,171,510336.0
10,100,BPEngine,172,508487.0
10,100,BPEngine,173,511619.0
10,100,BPEngine,174,511568.0
10,100,BPEngine,175,507795.0
10,100,BPEngine,176,512271.0
10,100,BPEngine,177,509448.0
10,100,BPEngine,178,507430.0
10,100,BPEngine,179,507710.0
10,100,BPEngine,180,505815.0
10,100,BPEngine,181,501301.0
10,100,BPEngine,182,503713.0
10,100,BPEngine,183,502830.0
10,100,BPEngine,184,501294.0
10,100,BPEngine,185,499731.0
10,100,BPEngine,186,501732.0
10,100,BPEngine,187,500586.0
10,100,BPEngine,188,502245.0
10,100,BPEngine,189,506977.0
10,100,BPEngine,190,509867.0
10,100,BPEngine,191,509811.0
10,100,BPEngine,192,512915.0
10,100,BPEngine,193,510009.0
10,100,BPEngine,194,509426.0
10,100,BPEngine,195,513126.0
10,100,BPEngine,196,510313.0
10,100,BPEngine,197,510144.0
10,100,BPEngine,198,510772.0
10,100,BPEngine,199,512571.0
