variant_idx,pct_random,engine,iteration,cost
7,70,BPEngine,0,359794.0
7,70,BPEngine,1,359794.0
7,70,BPEngine,2,359794.0
7,70,BPEngine,3,359794.0
7,70,BPEngine,4,359794.0
7,70,BPEngine,5,359794.0
7,70,BPEngine,6,359794.0
7,70,BPEngine,7,359794.0
7,70,BPEngine,8,359794.0
7,70,BPEngine,9,359794.0
7,70,BPEngine,10,359794.0
7,70,BPEngine,11,359794.0
7,70,BPEngine,12,359794.0
7,70,BPEngine,13,359794.0
7,70,BPEngine,14,359794.0
7,70,BPEngine,15,359794.0
7,70,BPEngine,16,359794.0
7,70,BPEngine,17,359794.0
7,70,BPEngine,18,359794.0
7,70,BPEngine,19,359794.0
7,70,BPEngine,20,359794.0
7,70,BPEngine,21,359794.0
7,70,BPEngine,22,359794.0
7,70,BPEngine,23,359794.0
7,70,BPEngine,24,359794.0
7,70,BPEngine,25,359794.0
7,70,BPEngine,26,359794.0
7,70,BPEngine,27,359794.0
7,70,BPEngine,28,359794.0
7,70,BPEngine,29,359794.0
7,70,BPEngine,30,359794.0
7,70,BPEngine,31,359794.0
7,70,BPEngine,32,359794.0
7,70,BPEngine,33,359794.0
7,70,BPEngine,34,359794.0
7,70,BPEngine,35,359794.0
7,70,BPEngine,36,359794.0
